zone,state_group,year,crop,area_ha,production_tonnes,yield_hg_ha,rainfall_mm_annual,temp_avg_celsius,humidity_pct,solar_radiation,latitude,longitude,fertilizer_n_kg,fertilizer_p_kg,fertilizer_k_kg,fertilizer_total_kg,fertilizer_n_kg_zone,fertilizer_p_kg_zone,fertilizer_k_kg_zone,fertilizer_total_kg_zone,fertilizer_kg_ha,wb_fertilizer_kg_ha,agric_gdp_share,rural_population,palm_area_kha,palm_production_kmt,palm_dom_consumption_kmt,palm_exports_kmt,palm_imports_kmt,palm_ending_stocks_kmt,cassava_usda_area_kha,cassava_usda_production_kmt,cassava_usda_exports_kmt
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2000,Cassava,713000,7360000,103226,1843.5,26.58063052875106,77.73657598542361,16.499233524369128,6.0,7.5,128000000,42000000,12000000,182000000,29440000.0,9660000.0,2760000.0,41860000.0,58.71,5.35714285714286,21.3572412972176,71686040,2120,720,740.0,10,30.0,45.0,3100,32000,200
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2001,Cassava,736000,7820000,106250,1783.4,26.286055850823647,80.67899437594104,17.468415689697164,6.0,7.5,132000000,44000000,13000000,189000000,30360000.0,10120000.0,2990000.0,43470000.0,59.06,6.19898460071246,24.4753546604632,72559112,2150,740,760.0,10,30.0,45.0,3200,34000,210
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2002,Cassava,777400,8729190,112284,2006.2,26.719755515598198,80.58285974810751,16.112910760031507,6.0,7.5,138000000,46000000,14000000,198000000,31740000.0,10580000.0,3220000.0,45540000.0,58.58,4.31467159829635,36.9650826661797,73437219,2180,760,790.0,10,30.0,40.0,3380,37953,220
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2003,Cassava,821100,9200000,112045,1521.3,25.942590545217655,77.93662931258224,16.834188679221008,6.0,7.5,142000000,48000000,14500000,204500000,32660000.0,11040000.0,3335000.0,47035000.0,57.28,6.01738570508693,33.8270605515687,74312783,2220,780,810.0,10,30.0,40.0,3570,40000,220
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2004,Cassava,855600,9984300,116694,1632.4,26.50772766730325,74.97811777038889,16.733390410244663,6.0,7.5,148000000,50000000,15000000,213000000,34040000.0,11500000.0,3450000.0,48990000.0,57.26,4.44963777237,27.2304536006497,75184138,2260,800,840.0,10,30.0,40.0,3720,43410,230
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2005,Cassava,878600,10515830,119688,1785.1,26.81189434074224,79.571128480043,17.436064400690583,6.0,7.5,155000000,52000000,15500000,222500000,35650000.0,11960000.0,3565000.0,51175000.0,58.25,7.24118271756749,26.0892828250796,76038866,2290,820,860.0,10,40.0,40.0,3820,45721,240
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2006,Cassava,897000,11054720,123241,1838.9,25.85387229635772,77.60764067961436,16.830253328479944,6.0,7.5,162000000,54000000,16000000,232000000,37260000.0,12420000.0,3680000.0,53360000.0,59.49,10.3152677723795,24.7349912601339,76887720,2330,840,890.0,10,50.0,45.0,3900,48064,250
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2007,Cassava,908500,9986140,109918,1781.4,26.45040096557728,77.9029297565743,17.03770231511719,6.0,7.5,168000000,56000000,16500000,240500000,38640000.0,12880000.0,3795000.0,55315000.0,60.89,4.34054958850607,24.6625772142283,77804901,2380,860,920.0,10,60.0,50.0,3950,43418,230
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2008,Cassava,920000,10253860,111455,1802.4,27.347279693052617,74.2691240152023,17.63634591028516,6.0,7.5,175000000,58000000,17000000,250000000,40250000.0,13340000.0,3910000.0,57500000.0,62.5,5.89698135295593,25.2797507802655,78717888,2420,880,950.0,10,70.0,55.0,4000,44582,240
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2009,Cassava,915400,10249720,111970,2000.6,26.706017988987597,83.82751233385963,16.120403457018927,6.0,7.5,182000000,60000000,17500000,259500000,41860000.0,13800000.0,4025000.0,59685000.0,65.2,4.56587654588848,26.7488545066519,79623758,2460,900,980.0,10,80.0,60.0,3980,44564,240
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2010,Cassava,922300,10511000,113966,1554.9,26.503369288356787,77.046204261561,17.708475028049065,6.0,7.5,190000000,63000000,18000000,271000000,43700000.0,14490000.0,4140000.0,62330000.0,67.58,11.2145520311631,23.8937040912791,80525477,2500,920,1020.0,5,95.0,55.0,4010,45700,250
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2011,Cassava,931500,12052690,129390,1982.3,26.790571701238083,76.67966139033636,16.813771651172843,6.0,7.5,198000000,66000000,18500000,282500000,45540000.0,15180000.0,4255000.0,64975000.0,69.75,6.20177365099664,22.2347109931956,81421843,2540,940,1040.0,5,100.0,60.0,4050,52403,270
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2012,Cassava,940700,12420000,131980,1939.0,26.61575580974341,79.45984700345718,16.63678814225833,6.0,7.5,210000000,70000000,19500000,299500000,48300000.0,16100000.0,4485000.0,68885000.0,73.23,8.42718662333694,21.8599586165277,82281965,2590,960,1050.0,5,100.0,65.0,4090,54000,280
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2013,Cassava,947600,12610900,133083,1837.3,26.45425345657568,76.87017880455276,16.848733718569004,6.0,7.5,225000000,75000000,20500000,320500000,51750000.0,17250000.0,4715000.0,73715000.0,77.79,8.50913026586002,20.7586228322439,83078003,2640,980,1070.0,5,100.0,65.0,4120,54830,290
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2014,Cassava,949900,13110000,138013,1935.7,27.230427388341177,85.31435653970742,16.440936303957457,6.0,7.5,240000000,80000000,21500000,341500000,55200000.0,18400000.0,4945000.0,78545000.0,82.69,8.95755004713581,19.9902547680805,83796300,2680,1000,1090.0,5,100.0,70.0,4130,57000,300
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2015,Cassava,954500,13639000,142892,1868.4,26.111138624138817,78.98500083983718,16.79202125323057,6.0,7.5,265000000,88000000,23000000,376000000,60950000.0,20240000.0,5290000.0,86480000.0,90.6,7.96584203673435,20.6318934800012,84405544,2720,1010,1100.0,5,100.0,75.0,4150,59300,310
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2016,Cassava,956800,13705010,143238,1563.2,26.06569656276074,80.06283292928362,17.326055343152888,6.0,7.5,280000000,93000000,24000000,397000000,64400000.0,21390000.0,5520000.0,91310000.0,95.43,10.734949763348,20.9831097083173,84937802,2760,1020,1120.0,5,110.0,70.0,4160,59587,310
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2017,Cassava,961400,13616000,141627,1628.8,26.86101304263541,78.7540535938791,17.716091648371307,6.0,7.5,295000000,98000000,25000000,418000000,67850000.0,22540000.0,5750000.0,96140000.0,100.0,20.295907079646,20.8465714300542,85411312,2800,1040,1140.0,5,110.0,65.0,4180,59200,310
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2018,Cassava,966000,13616000,140952,2077.8,26.944266147406807,80.82372046081458,17.000633438225773,6.0,7.5,310000000,103000000,26000000,439000000,71300000.0,23690000.0,5980000.0,100970000.0,104.52,18.8412959912136,21.203773720121,85755936,2840,1060,1170.0,5,120.0,70.0,4200,59200,310
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2019,Cassava,977500,13800000,141176,1714.6,26.895832022310383,76.00978551473557,17.036884666886625,6.0,7.5,320000000,107000000,27000000,454000000,73600000.0,24610000.0,6210000.0,104420000.0,106.82,18.6103276198742,25.7349305726601,85970564,2880,1080,1200.0,5,130.0,75.0,4250,60000,320
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2020,Cassava,979800,13800000,140845,1826.9,27.08019189061413,81.76440400577108,17.73984283595045,6.0,7.5,315000000,105000000,26500000,446500000,72450000.0,24150000.0,6095000.0,102695000.0,104.81,22.5588522456064,28.3454204380593,86099297,2920,1090,1210.0,5,135.0,80.0,4260,60000,310
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2021,Cassava,984400,14030000,142523,1654.0,27.363790102012445,75.25567082742725,16.946979081604688,6.0,7.5,325000000,108000000,27500000,460500000,74750000.0,24840000.0,6325000.0,105915000.0,107.59,17.9649598611412,29.3882780431661,86166415,2950,1110,1240.0,5,140.0,85.0,4280,61000,320
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2022,Cassava,989000,14145000,143023,1991.6,26.35926990906808,81.05503181367058,17.09923187135327,6.0,7.5,310000000,103000000,26000000,439000000,71300000.0,23690000.0,5980000.0,100970000.0,102.09,7.28113473638533,28.5515522199731,86197021,2980,1130,1260.0,5,140.0,90.0,4300,61500,320
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2023,Cassava,995900,14260000,143187,1961.8,26.63483579165714,76.75857142124013,16.339493826369214,6.0,7.5,295000000,98000000,24500000,417500000,67850000.0,22540000.0,5635000.0,96025000.0,96.42,4.23860924278585,27.718291279131,86197462,3000,1150,1280.0,5,145.0,90.0,4330,62000,330
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2000,Cocoa beans,43200,34000,7870,1843.5,26.58063052875106,77.73657598542361,16.499233524369128,6.0,7.5,128000000,42000000,12000000,182000000,12800000.0,4200000.0,1200000.0,18200000.0,421.3,5.35714285714286,21.3572412972176,71686040,2120,720,740.0,10,30.0,45.0,3100,32000,200
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2001,Cocoa beans,43900,36000,8200,1783.4,26.286055850823647,80.67899437594104,17.468415689697164,6.0,7.5,132000000,44000000,13000000,189000000,13200000.0,4400000.0,1300000.0,18900000.0,430.52,6.19898460071246,24.4753546604632,72559112,2150,740,760.0,10,30.0,45.0,3200,34000,210
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2002,Cocoa beans,44500,38000,8539,2006.2,26.719755515598198,80.58285974810751,16.112910760031507,6.0,7.5,138000000,46000000,14000000,198000000,13800000.0,4600000.0,1400000.0,19800000.0,444.94,4.31467159829635,36.9650826661797,73437219,2180,760,790.0,10,30.0,40.0,3380,37953,220
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2003,Cocoa beans,45200,38000,8407,1521.3,25.942590545217655,77.93662931258224,16.834188679221008,6.0,7.5,142000000,48000000,14500000,204500000,14200000.0,4800000.0,1450000.0,20450000.0,452.43,6.01738570508693,33.8270605515687,74312783,2220,780,810.0,10,30.0,40.0,3570,40000,220
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2004,Cocoa beans,45900,40000,8714,1632.4,26.50772766730325,74.97811777038889,16.733390410244663,6.0,7.5,148000000,50000000,15000000,213000000,14800000.0,5000000.0,1500000.0,21300000.0,464.05,4.44963777237,27.2304536006497,75184138,2260,800,840.0,10,30.0,40.0,3720,43410,230
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2005,Cocoa beans,46600,39000,8369,1785.1,26.81189434074224,79.571128480043,17.436064400690583,6.0,7.5,155000000,52000000,15500000,222500000,15500000.0,5200000.0,1550000.0,22250000.0,477.47,7.24118271756749,26.0892828250796,76038866,2290,820,860.0,10,40.0,40.0,3820,45721,240
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2006,Cocoa beans,47300,40000,8456,1838.9,25.85387229635772,77.60764067961436,16.830253328479944,6.0,7.5,162000000,54000000,16000000,232000000,16200000.0,5400000.0,1600000.0,23200000.0,490.49,10.3152677723795,24.7349912601339,76887720,2330,840,890.0,10,50.0,45.0,3900,48064,250
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2007,Cocoa beans,48000,42000,8750,1781.4,26.45040096557728,77.9029297565743,17.03770231511719,6.0,7.5,168000000,56000000,16500000,240500000,16800000.0,5600000.0,1650000.0,24050000.0,501.04,4.34054958850607,24.6625772142283,77804901,2380,860,920.0,10,60.0,50.0,3950,43418,230
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2008,Cocoa beans,48700,42000,8624,1802.4,27.347279693052617,74.2691240152023,17.63634591028516,6.0,7.5,175000000,58000000,17000000,250000000,17500000.0,5800000.0,1700000.0,25000000.0,513.35,5.89698135295593,25.2797507802655,78717888,2420,880,950.0,10,70.0,55.0,4000,44582,240
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2009,Cocoa beans,49000,44000,8980,2000.6,26.706017988987597,83.82751233385963,16.120403457018927,6.0,7.5,182000000,60000000,17500000,259500000,18200000.0,6000000.0,1750000.0,25950000.0,529.59,4.56587654588848,26.7488545066519,79623758,2460,900,980.0,10,80.0,60.0,3980,44564,240
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2010,Cocoa beans,49500,45000,9091,1554.9,26.503369288356787,77.046204261561,17.708475028049065,6.0,7.5,190000000,63000000,18000000,271000000,19000000.0,6300000.0,1800000.0,27100000.0,547.47,11.2145520311631,23.8937040912791,80525477,2500,920,1020.0,5,95.0,55.0,4010,45700,250
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2011,Cocoa beans,50000,46700,9340,1982.3,26.790571701238083,76.67966139033636,16.813771651172843,6.0,7.5,198000000,66000000,18500000,282500000,19800000.0,6600000.0,1850000.0,28250000.0,565.0,6.20177365099664,22.2347109931956,81421843,2540,940,1040.0,5,100.0,60.0,4050,52403,270
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2012,Cocoa beans,50700,48000,9467,1939.0,26.61575580974341,79.45984700345718,16.63678814225833,6.0,7.5,210000000,70000000,19500000,299500000,21000000.0,7000000.0,1950000.0,29950000.0,590.73,8.42718662333694,21.8599586165277,82281965,2590,960,1050.0,5,100.0,65.0,4090,54000,280
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2013,Cocoa beans,51400,49500,9630,1837.3,26.45425345657568,76.87017880455276,16.848733718569004,6.0,7.5,225000000,75000000,20500000,320500000,22500000.0,7500000.0,2050000.0,32050000.0,623.54,8.50913026586002,20.7586228322439,83078003,2640,980,1070.0,5,100.0,65.0,4120,54830,290
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2014,Cocoa beans,51800,51000,9846,1935.7,27.230427388341177,85.31435653970742,16.440936303957457,6.0,7.5,240000000,80000000,21500000,341500000,24000000.0,8000000.0,2150000.0,34150000.0,659.27,8.95755004713581,19.9902547680805,83796300,2680,1000,1090.0,5,100.0,70.0,4130,57000,300
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2015,Cocoa beans,52000,52000,10000,1868.4,26.111138624138817,78.98500083983718,16.79202125323057,6.0,7.5,265000000,88000000,23000000,376000000,26500000.0,8800000.0,2300000.0,37600000.0,723.08,7.96584203673435,20.6318934800012,84405544,2720,1010,1100.0,5,100.0,75.0,4150,59300,310
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2016,Cocoa beans,52200,53000,10153,1563.2,26.06569656276074,80.06283292928362,17.326055343152888,6.0,7.5,280000000,93000000,24000000,397000000,28000000.0,9300000.0,2400000.0,39700000.0,760.54,10.734949763348,20.9831097083173,84937802,2760,1020,1120.0,5,110.0,70.0,4160,59587,310
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2017,Cocoa beans,52500,54000,10286,1628.8,26.86101304263541,78.7540535938791,17.716091648371307,6.0,7.5,295000000,98000000,25000000,418000000,29500000.0,9800000.0,2500000.0,41800000.0,796.19,20.295907079646,20.8465714300542,85411312,2800,1040,1140.0,5,110.0,65.0,4180,59200,310
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2018,Cocoa beans,52800,55000,10417,2077.8,26.944266147406807,80.82372046081458,17.000633438225773,6.0,7.5,310000000,103000000,26000000,439000000,31000000.0,10300000.0,2600000.0,43900000.0,831.44,18.8412959912136,21.203773720121,85755936,2840,1060,1170.0,5,120.0,70.0,4200,59200,310
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2019,Cocoa beans,53000,56500,10660,1714.6,26.895832022310383,76.00978551473557,17.036884666886625,6.0,7.5,320000000,107000000,27000000,454000000,32000000.0,10700000.0,2700000.0,45400000.0,856.6,18.6103276198742,25.7349305726601,85970564,2880,1080,1200.0,5,130.0,75.0,4250,60000,320
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2020,Cocoa beans,53200,58000,10902,1826.9,27.08019189061413,81.76440400577108,17.73984283595045,6.0,7.5,315000000,105000000,26500000,446500000,31500000.0,10500000.0,2650000.0,44650000.0,839.29,22.5588522456064,28.3454204380593,86099297,2920,1090,1210.0,5,135.0,80.0,4260,60000,310
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2021,Cocoa beans,53500,59000,11028,1654.0,27.363790102012445,75.25567082742725,16.946979081604688,6.0,7.5,325000000,108000000,27500000,460500000,32500000.0,10800000.0,2750000.0,46050000.0,860.75,17.9649598611412,29.3882780431661,86166415,2950,1110,1240.0,5,140.0,85.0,4280,61000,320
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2022,Cocoa beans,53700,60000,11173,1991.6,26.35926990906808,81.05503181367058,17.09923187135327,6.0,7.5,310000000,103000000,26000000,439000000,31000000.0,10300000.0,2600000.0,43900000.0,817.5,7.28113473638533,28.5515522199731,86197021,2980,1130,1260.0,5,140.0,90.0,4300,61500,320
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2023,Cocoa beans,54000,61000,11296,1961.8,26.63483579165714,76.75857142124013,16.339493826369214,6.0,7.5,295000000,98000000,24500000,417500000,29500000.0,9800000.0,2450000.0,41750000.0,773.15,4.23860924278585,27.718291279131,86197462,3000,1150,1280.0,5,145.0,90.0,4330,62000,330
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2000,Maize,403200,369900,9174,1843.5,26.58063052875106,77.73657598542361,16.499233524369128,6.0,7.5,128000000,42000000,12000000,182000000,11520000.0,3780000.0,1080000.0,16380000.0,40.62,5.35714285714286,21.3572412972176,71686040,2120,720,740.0,10,30.0,45.0,3100,32000,200
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2001,Maize,413100,387900,9390,1783.4,26.286055850823647,80.67899437594104,17.468415689697164,6.0,7.5,132000000,44000000,13000000,189000000,11880000.0,3960000.0,1170000.0,17010000.0,41.18,6.19898460071246,24.4753546604632,72559112,2150,740,760.0,10,30.0,45.0,3200,34000,210
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2002,Maize,431100,519300,12046,2006.2,26.719755515598198,80.58285974810751,16.112910760031507,6.0,7.5,138000000,46000000,14000000,198000000,12420000.0,4140000.0,1260000.0,17820000.0,41.34,4.31467159829635,36.9650826661797,73437219,2180,760,790.0,10,30.0,40.0,3380,37953,220
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2003,Maize,431100,661860,15352,1521.3,25.942590545217655,77.93662931258224,16.834188679221008,6.0,7.5,142000000,48000000,14500000,204500000,12780000.0,4320000.0,1305000.0,18405000.0,42.69,6.01738570508693,33.8270605515687,74312783,2220,780,810.0,10,30.0,40.0,3570,40000,220
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2004,Maize,433800,588060,13555,1632.4,26.50772766730325,74.97811777038889,16.733390410244663,6.0,7.5,148000000,50000000,15000000,213000000,13320000.0,4500000.0,1350000.0,19170000.0,44.19,4.44963777237,27.2304536006497,75184138,2260,800,840.0,10,30.0,40.0,3720,43410,230
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2005,Maize,433800,639000,14730,1785.1,26.81189434074224,79.571128480043,17.436064400690583,6.0,7.5,155000000,52000000,15500000,222500000,13950000.0,4680000.0,1395000.0,20025000.0,46.16,7.24118271756749,26.0892828250796,76038866,2290,820,860.0,10,40.0,40.0,3820,45721,240
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2006,Maize,433800,693000,15975,1838.9,25.85387229635772,77.60764067961436,16.830253328479944,6.0,7.5,162000000,54000000,16000000,232000000,14580000.0,4860000.0,1440000.0,20880000.0,48.13,10.3152677723795,24.7349912601339,76887720,2330,840,890.0,10,50.0,45.0,3900,48064,250
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2007,Maize,434700,675000,15528,1781.4,26.45040096557728,77.9029297565743,17.03770231511719,6.0,7.5,168000000,56000000,16500000,240500000,15120000.0,5040000.0,1485000.0,21645000.0,49.79,4.34054958850607,24.6625772142283,77804901,2380,860,920.0,10,60.0,50.0,3950,43418,230
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2008,Maize,435600,711000,16322,1802.4,27.347279693052617,74.2691240152023,17.63634591028516,6.0,7.5,175000000,58000000,17000000,250000000,15750000.0,5220000.0,1530000.0,22500000.0,51.65,5.89698135295593,25.2797507802655,78717888,2420,880,950.0,10,70.0,55.0,4000,44582,240
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2009,Maize,450000,720000,16000,2000.6,26.706017988987597,83.82751233385963,16.120403457018927,6.0,7.5,182000000,60000000,17500000,259500000,16380000.0,5400000.0,1575000.0,23355000.0,51.9,4.56587654588848,26.7488545066519,79623758,2460,900,980.0,10,80.0,60.0,3980,44564,240
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2010,Maize,459000,736200,16039,1554.9,26.503369288356787,77.046204261561,17.708475028049065,6.0,7.5,190000000,63000000,18000000,271000000,17100000.0,5670000.0,1620000.0,24390000.0,53.14,11.2145520311631,23.8937040912791,80525477,2500,920,1020.0,5,95.0,55.0,4010,45700,250
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2011,Maize,468000,810000,17308,1982.3,26.790571701238083,76.67966139033636,16.813771651172843,6.0,7.5,198000000,66000000,18500000,282500000,17820000.0,5940000.0,1665000.0,25425000.0,54.33,6.20177365099664,22.2347109931956,81421843,2540,940,1040.0,5,100.0,60.0,4050,52403,270
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2012,Maize,477000,855000,17925,1939.0,26.61575580974341,79.45984700345718,16.63678814225833,6.0,7.5,210000000,70000000,19500000,299500000,18900000.0,6300000.0,1755000.0,26955000.0,56.51,8.42718662333694,21.8599586165277,82281965,2590,960,1050.0,5,100.0,65.0,4090,54000,280
South East,"Anambra, Imo, Abia, Enugu, Ebonyi",2013,Maize,481500,873000,18131,1837.3,26.45425345657568,76.87017880455276,16.848733718569004,6.0,7.5,225000000,75000000,20500000,320500000,20250000.0,6750000.0,1845000.0,28845000.0,59.91,8.50913026586002,20.7586228322439,83078003,2640,980,1070.0,5,100.0,65.0,4120,54830,290
